PassengerId,Survived
892,0.003401360544217687
893,0.0
894,0.6122448979591837
895,0.588020086489474
896,0.6742046313474884
897,0.027829313543599257
898,0.3940582004769912
899,0.005437419723134008
900,0.3852413370720692
901,0.07646468160147309
902,0.03996962976554814
903,0.008066083576287658
904,1.0
905,0.6122448979591837
906,1.0
907,0.8832156694401586
908,0.022184674735695145
909,0.07646468160147309
910,0.987528344671202
911,0.0
912,0.011451247165532879
913,0.4864914941445554
914,1.0
915,0.027210884353741496
916,1.0
917,0.0
918,1.0
919,0.06926917740937853
920,0.33582226541410226
921,0.03996962976554814
922,0.0
923,0.0014577259475218659
924,0.62792355037253
925,0.13275464225867645
926,0.08231510604692141
927,0.11880577849965597
928,0.13275464225867645
929,0.2416114308971452
930,0.1826702726296774
931,0.03996962976554814
932,0.26125958319835874
933,0.08231510604692141
934,0.0
935,1.0
936,1.0
937,0.1826702726296774
938,0.2310311570515651
939,0.03996962976554814
940,1.0
941,0.891156462585034
942,0.14285714285714285
943,0.024263038548752835
944,1.0
945,1.0
946,0.0
947,0.1788102109530681
948,0.0
949,0.1826702726296774
950,0.03996962976554814
951,1.0
952,0.0
953,0.3760966735456533
954,0.11880577849965597
955,0.6742046313474884
956,0.8775510204081632
957,1.0
958,0.3852413370720692
959,0.0
960,0.3134272756721736
961,1.0
962,0.7629251700680274
963,0.07646468160147309
964,0.301634542775292
965,0.4969272413149964
966,1.0
967,0.7080498866213152
968,0.03996962976554814
969,1.0
970,0.0
971,0.7629251700680274
972,0.6512471655328799
973,0.0
974,0.6987096425871938
975,0.03996962976554814
976,0.0
977,0.03996962976554814
978,0.987528344671202
979,0.3852413370720692
980,0.13275464225867645
981,0.9737609329446064
982,0.6742046313474884
983,0.03996962976554814
984,0.7723841917719468
985,0.03996962976554814
986,0.8707482993197279
987,0.1826702726296774
988,1.0
989,0.37281175318390203
990,0.11020408163265305
991,0.0
992,1.0
993,0.024263038548752835
994,0.03996962976554814
995,0.18821865602367277
996,0.6871882086167803
997,0.0
998,0.07646468160147309
999,0.03996962976554814
1000,0.03996962976554814
1001,0.0045351473922902496
1002,0.1803206997084548
1003,0.13275464225867645
1004,1.0
1005,0.3852413370720692
1006,1.0
1007,0.11880577849965597
1008,0.03996962976554814
1009,0.9797214123744736
1010,0.6652305366591083
1011,1.0
1012,1.0
1013,0.03996962976554814
1014,1.0
1015,0.0
1016,0.03996962976554814
1017,0.5329247283328916
1018,0.06926917740937853
1019,0.13275464225867645
1020,0.3015980995572833
1021,0.11626094327174757
1022,0.45316890708705315
1023,0.4461451247165534
1024,0.13275464225867645
1025,0.03996962976554814
1026,0.001360544217687075
